regID;year;population
44;1993;799790
44;1994;796563
44;1995;794082
44;1996;788538
44;1997;782010
44;1998;775987
44;1999;769681
44;2000;761907
44;2001;753972
44;2002;743967
44;2003;734453
44;2004;723142
44;2005;711978
44;2006;699761
44;2007;689815
44;2008;683416
44;2009;677793
44;2010;672938
44;2011;666391
44;2012;661764
44;2013;658906
44;2014;656389
44;2015;654390
44;2016;651450
44;2017;648157
44;2018;643324
44;2019;637267
45;1926;1236000
45;1959;999170
45;1970;1085560
45;1979;1080274
45;1989;1104872
45;1990;1107280
45;1991;1105017
45;1992;1106527
45;1993;1106598
45;1994;1100563
45;1995;1099645
45;1996;1090355
45;1997;1080825
45;1998;1074789
45;1999;1068503
45;2000;1059515
45;2001;1047114
45;2002;1030748
45;2003;1016184
45;2004;999446
45;2005;981029
45;2006;961815
45;2007;946068
45;2008;934512
45;2009;925180
45;2010;918585
45;2011;908813
45;2012;896264
45;2013;885759
45;2014;877149
45;2015;869814
45;2016;861896
45;2017;854109
45;2018;845537
45;2019;834701
46;1926;1846000
46;1959;1483305
46;1970;1473864
46;1979;1398889
46;1989;1339414
46;1990;1332957
46;1991;1328929
46;1992;1325156
46;1993;1328161
46;1994;1329266
46;1995;1331632
46;1996;1325420
46;1997;1317566
46;1998;1307963
46;1999;1296206
46;2000;1281733
46;2001;1266467
46;2002;1248588
46;2003;1231097
46;2004;1213372
46;2005;1195812
46;2006;1177627
46;2007;1161582
46;2008;1151857
46;2009;1143329
46;2010;1134990
46;2011;1125648
46;2012;1121563
46;2013;1119262
46;2014;1118915
46;2015;1117378
46;2016;1120019
46;2017;1122893
46;2018;1115237
46;2019;1107041
47;1926;914000
47;1959;1244991
47;1970;1435729
47;1979;1519165
47;1989;1661173
47;1990;1667280
47;1991;1675188
47;1992;1678862
47;1993;1680519
47;1994;1676115
47;1995;1682657
47;1996;1685480
47;1997;1689067
47;1998;1692972
47;1999;1693301
47;2000;1686716
47;2001;1680358
47;2002;1672685
47;2003;1667150
47;2004;1673287
47;2005;1681445
47;2006;1685376
47;2007;1691111
47;2008;1692577
47;2009;1698900
47;2010;1704905
47;2011;1718581
47;2012;1733907
47;2013;1751135
47;2014;1763924
47;2015;1775540
47;2016;1778857
47;2017;1791916
47;2018;1813816
47;2019;1847867
48;1926;1478000
48;1959;1141567
48;1970;1224344
48;1979;1224653
48;1989;1230220
48;1990;1231486
48;1991;1233419
48;1992;1232409
48;1993;1238911
48;1994;1242943
48;1995;1246839
48;1996;1246232
48;1997;1244644
48;1998;1242645
48;1999;1239185
48;2000;1233679
48;2001;1228106
48;2002;1220476
48;2003;1211008
48;2004;1205271
48;2005;1198580
48;2006;1193890
48;2007;1190408
48;2008;1186707
48;2009;1181981
48;2010;1177052
48;2011;1172026
48;2012;1165916
48;2013;1162235
48;2014;1159866
48;2015;1157865
48;2016;1156093
48;2017;1156221
48;2018;1150201
48;2019;1144035
49;1926;7000
49;1959;188889
49;1970;251297
49;1979;332845
49;1989;385340
49;1990;390276
49;1991;384525
49;1992;365311
49;1993;323673
49;1994;300157
49;1995;266883
49;1996;240215
49;1997;229148
49;1998;220533
49;1999;211696
49;2000;201974
49;2001;193945
49;2002;187218
49;2003;181832
49;2004;178069
49;2005;173937
49;2006;170397
49;2007;166902
49;2008;163989
49;2009;160940
49;2010;159002
49;2011;156534
49;2012;154485
49;2013;152358
49;2014;150312
49;2015;148071
49;2016;146345
49;2017;145570
49;2018;144091
49;2019;141234
50;1926;2236000
50;1959;5863003
50;1970;5774529
50;1979;6359385
50;1989;6693623
50;1990;6700180
50;1991;6720248
50;1992;6719121
50;1993;6704332
50;1994;6677307
50;1995;6671785
50;1996;6660192
50;1997;6657710
50;1998;6657149
50;1999;6653499
50;2000;6628173
50;2001;6613469
50;2002;6609152
50;2003;6616879
50;2004;6671325
50;2005;6736742
50;2006;6783853
50;2007;6846821
50;2008;6895369
50;2009;6958015
50;2010;7024207
50;2011;6870552
50;2012;6955051
50;2013;7048084
50;2014;7133620
50;2015;7231068
50;2016;7318647
50;2017;7423470
50;2018;7503385
50;2019;7599647
51;1926;32000
51;1959;567672
51;1970;799527
51;1979;965462
51;1989;1146757
51;1990;1191468
51;1991;1188785
51;1992;1170371
51;1993;1133261
51;1994;1100549
51;1995;1066924
51;1996;1037162
51;1997;1012124
51;1998;987936
51;1999;964065
51;2000;941062
51;2001;922875
51;2002;905735
51;2003;889809
51;2004;873145
51;2005;856939
51;2006;839429
51;2007;823978
51;2008;815140
51;2009;805554
51;2010;799765
51;2011;794077
51;2012;787948
51;2013;780401
51;2014;771058
51;2015;766281
51;2016;762173
51;2017;757621
51;2018;753557
51;2019;748056
52;1926;2754000
52;1959;3590274
52;1970;3682484
52;1979;3695523
52;1989;3714322
52;1990;3780256
52;1991;3773185
52;1992;3762340
52;1993;3753098
52;1994;3737364
52;1995;3730590
52;1996;3711116
52;1997;3691689
52;1998;3673896
52;1999;3655489
52;2000;3628222
52;2001;3594476
52;2002;3554696
52;2003;3515673
52;2004;3481080
52;2005;3447896
52;2006;3414325
52;2007;3384358
52;2008;3362817
52;2009;3343719
52;2010;3326812
52;2011;3307648
52;2012;3296947
52;2013;3289841
52;2014;3281496
52;2015;3270203
52;2016;3260267
52;2017;3247713
52;2018;3234752
52;2019;3214623
53;1926;1092000
53;1959;736529
53;1970;721471
53;1979;721790
53;1989;753054
53;1990;753369
53;1991;751908
53;1992;748820
53;1993;746950
53;1994;742100
53;1995;739368
53;1996;735557
53;1997;731464
53;1998;729747
53;1999;726027
53;2000;718565
53;2001;710261
53;2002;700859
53;2003;692138
53;2004;682965
53;2005;674519
53;2006;665616
53;2007;657584
53;2008;652198
53;2009;645369
53;2010;639697
53;2011;632799
53;2012;629748
53;2013;625855
53;2014;622430
53;2015;618703
53;2016;615692
53;2017;612522
53;2018;606476
53;2019;600296
54;1926;1588000
54;1959;2298481
54;1970;2505249
54;1979;2618024
54;1989;2782005
54;1990;2742075
54;1991;2744809
54;1992;2749253
54;1993;2746874
54;1994;2733738
54;1995;2732352
54;1996;2732721
54;1997;2729750
54;1998;2732245
54;1999;2734031
54;2000;2725499
54;2001;2715128
54;2002;2703012
54;2003;2688423
54;2004;2674155
54;2005;2665984
54;2006;2654853
54;2007;2647195
54;2008;2642727
54;2009;2648923
54;2010;2661594
54;2011;2666465
54;2012;2686863
54;2013;2709461
54;2014;2731176
54;2015;2746822
54;2016;2762237
54;2017;2779555
54;2018;2788849
54;2019;2793384
55;1926;1122000
55;1959;1645017
55;1970;1823831
55;1979;1954663
55;1989;2140336
55;1990;2152578
55;1991;2161266
55;1992;2165262
55;1993;2168933
55;1994;2164114
55;1995;2168597
55;1996;2162178
55;1997;2156283
55;1998;2157338
55;1999;2153911
55;2000;2136058
55;2001;2117291
55;2002;2094735
55;2003;2075422
55;2004;2052741
55;2005;2034091
55;2006;2016288
55;2007;2003282
55;2008;1993290
55;2009;1987716
55;2010;1983985
55;2011;1976560
55;2012;1974820
55;2013;1973985
55;2014;1973876
55;2015;1978183
55;2016;1978466
55;2017;1972682
55;2018;1960081
55;2019;1944195
56;1926;1498000
56;1959;1829481
56;1970;2049976
56;1979;2088553
56;1989;2174459
56;1990;2151097
56;1991;2159743
56;1992;2168257
56;1993;2182602
56;1994;2196785
56;1995;2213038
56;1996;2218052
56;1997;2215936
56;1998;2218082
56;1999;2217558
56;2000;2211204
56;2001;2203616
56;2002;2189876
56;2003;2176000
56;2004;2149942
56;2005;2122459
56;2006;2093495
56;2007;2067890
56;2008;2055701
56;2009;2044256
56;2010;2042043
56;2011;2031497
56;2012;2023665
56;2013;2016086
56;2014;2008566
56;2015;2001110
56;2016;1994762
56;2017;1989589
56;2018;1977720
56;2019;1963007
57;1926;1537000
57;1959;929013
57;1970;931028
57;1979;892505
57;1989;890636
57;1990;895123
57;1991;898256
57;1992;899207
57;1993;903489
57;1994;907552
57;1995;909379
57;1996;905510
57;1997;900489
57;1998;895703
57;1999;891035
57;2000;884269
57;2001;876672
57;2002;867553
57;2003;858312
57;2004;847051
57;2005;835165
57;2006;822096
57;2007;811389
57;2008;805207
57;2009;798855
57;2010;793144
57;2011;785592
57;2012;781281
57;2013;775826
57;2014;769980
57;2015;765231
57;2016;759721
57;2017;754816
57;2018;747247
57;2019;739467
58;1926;1997000
58;1959;1507765
58;1970;1535970
58;1979;1503198
58;1989;1504309
58;1990;1546079
58;1991;1547825
58;1992;1547783
58;1993;1553447
58;1994;1553178
58;1995;1553563
58;1996;1545529
58;1997;1534965
58;1998;1524599
58;1999;1514283
58;2000;1500196
58;2001;1484149
58;2002;1466215
58;2003;1449233
58;2004;1439986
58;2005;1431060
58;2006;1420065
58;2007;1411733
58;2008;1405351
58;2009;1398160
58;2010;1392414
58;2011;1384006
58;2012;1376538
58;2013;1368657
58;2014;1360587
58;2015;1355618
58;2016;1348703
58;2017;1341526
58;2018;1331655
58;2019;1318103
59;1926;1734000
59;1959;2992876
59;1970;3023443
59;1979;3011540
59;1989;3099994
59;1990;3027958
59;1991;3022108
59;1992;3012524
59;1993;3003412
59;1994;2982229
59;1995;2963942
59;1996;2943491
59;1997;2926057
59;1998;2909664
59;1999;2896771
59;2000;2878903
59;2001;2858588
59;2002;2837146
59;2003;2813770
59;2004;2783049
59;2005;2751562
59;2006;2718765
59;2007;2691600
59;2008;2673957
59;2009;2660359
59;2010;2648654
59;2011;2633550
59;2012;2631073
59;2013;2634461
59;2014;2636154
59;2015;2637032
59;2016;2634409
59;2017;2632097
59;2018;2623122
59;2019;2610800
60;1926;1678000
60;1959;951866
60;1970;875293
60;1979;850035
60;1989;846449
60;1990;844140
60;1991;842905
60;1992;837683
60;1993;836046
60;1994;832136
60;1995;830017
60;1996;826283
60;1997;820534
60;1998;813095
60;1999;804632
60;2000;793239
60;2001;781844
60;2002;769653
60;2003;758119
60;2004;746750
60;2005;734520
60;2006;720770
60;2007;708234
60;2008;699591
60;2009;690335
60;2010;681892
60;2011;671272
60;2012;666924
60;2013;661507
60;2014;656561
60;2015;651108
60;2016;646374
60;2017;642164
60;2018;636546
60;2019;629651
61;1926;2450000
61;1959;3311747
61;1970;3831262
61;1979;4080647
61;1989;4308654
61;1990;4307956
61;1991;4344528
61;1992;4370389
61;1993;4404578
61;1994;4438295
61;1995;4481882
61;1996;4490759
61;1997;4495520
61;1998;4487864
61;1999;4475367
61;2000;4454446
61;2001;4439314
61;2002;4417648
61;2003;4396672
61;2004;4375520
61;2005;4352715
61;2006;4332443
61;2007;4314652
61;2008;4297613
61;2009;4292469
61;2010;4284775
61;2011;4275223
61;2012;4260643
61;2013;4254613
61;2014;4245532
61;2015;4242080
61;2016;4236000
61;2017;4231355
61;2018;4220452
61;2019;4202320
62;1926;2079000
62;1959;1444755
62;1970;1411590
62;1979;1361839
62;1989;1345924
62;1990;1350263
62;1991;1350283
62;1992;1344383
62;1993;1341302
62;1994;1335735
62;1995;1330682
62;1996;1321534
62;1997;1311627
62;1998;1300005
62;1999;1288562
62;2000;1274503
62;2001;1258828
62;2002;1240958
62;2003;1223738
62;2004;1210325
62;2005;1199404
62;2006;1188811
62;2007;1181504
62;2008;1174337
62;2009;1167904
62;2010;1161805
62;2011;1151838
62;2012;1148457
62;2013;1144650
62;2014;1140844
62;2015;1135438
62;2016;1130103
62;2017;1126739
62;2018;1121474
62;2019;1114137
63;1926;1454000
63;1959;2258359
63;1970;2750926
63;1979;3092866
63;1989;3265586
63;1990;3236370
63;1991;3247267
63;1992;3253228
63;1993;3268767
63;1994;3278648
63;1995;3300594
63;1996;3306798
63;1997;3305543
63;1998;3304284
63;1999;3302566
63;2000;3291598
63;2001;3275823
63;2002;3254055
63;2003;3235699
63;2004;3229151
63;2005;3225275
63;2006;3225643
63;2007;3223938
63;2008;3220938
63;2009;3221513
63;2010;3220910
63;2011;3215311
63;2012;3214065
63;2013;3213289
63;2014;3211187
63;2015;3212676
63;2016;3205975
63;2017;3203679
63;2018;3193514
63;2019;3183038
64;1926;2541000
64;1959;2162751
64;1970;2454083
64;1979;2559977
64;1989;2686483
64;1990;2697733
64;1991;2705042
64;1992;2707547
64;1993;2718415
64;1994;2724629
64;1995;2734819
64;1996;2736461
64;1997;2725785
64;1998;2721776
64;1999;2719990
64;2000;2710645
64;2001;2699385
64;2002;2682054
64;2003;2663481
64;2004;2639528
64;2005;2615575
64;2006;2591231
64;2007;2572396
64;2008;2558322
64;2009;2545296
64;2010;2535434
64;2011;2519282
64;2012;2508754
64;2013;2503305
64;2014;2496552
64;2015;2493024
64;2016;2487529
64;2017;2479260
64;2018;2462950
64;2019;2440815
65;1926;234000
65;1959;649405
65;1970;615652
65;1979;654915
65;1989;709629
65;1990;713981
65;1991;715333
65;1992;714320
65;1993;706651
65;1994;688638
65;1995;659444
65;1996;629939
65;1997;612329
65;1998;595594
65;1999;581305
65;2000;569234
65;2001;560049
65;2002;552155
65;2003;545008
65;2004;536783
65;2005;529813
65;2006;521121
65;2007;513452
65;2008;509364
65;2009;504896
65;2010;501279
65;2011;496739
65;2012;495402
65;2013;493302
65;2014;491027
65;2015;488391
65;2016;487293
65;2017;487344
65;2018;490181
65;2019;489638
66;1926;1716000
66;1959;4044416
66;1970;4319741
66;1979;4453491
66;1989;4716768
66;1990;4765879
66;1991;4766249
66;1992;4754897
66;1993;4732538
66;1994;4700591
66;1995;4678975
66;1996;4660022
66;1997;4641304
66;1998;4625057
66;1999;4607587
66;2000;4577515
66;2001;4545942
66;2002;4514084
66;2003;4477552
66;2004;4434165
66;2005;4394041
66;2006;4356425
66;2007;4330579
66;2008;4320114
66;2009;4314337
66;2010;4308472
66;2011;4297227
66;2012;4307594
66;2013;4315830
66;2014;4320677
66;2015;4327472
66;2016;4330006
66;2017;4329341
66;2018;4325256
66;2019;4315699
67;1926;2166000
67;1959;1142969
67;1970;1106066
67;1979;1120748
67;1989;1158299
67;1990;1158429
67;1991;1157671
67;1992;1152141
67;1993;1151759
67;1994;1151190
67;1995;1155593
67;1996;1150646
67;1997;1141255
67;1998;1129220
67;1999;1116371
67;2000;1099389
67;2001;1082207
67;2002;1063269
67;2003;1045878
67;2004;1039132
67;2005;1032297
67;2006;1025442
67;2007;1017901
67;2008;1009016
67;2009;1000711
67;2010;993018
67;2011;982887
67;2012;980482
67;2013;975188
67;2014;967896
67;2015;964791
67;2016;958630
67;2017;953201
67;2018;949348
67;2019;942363
68;1926;2016000
68;1959;1549001
68;1970;1511938
68;1979;1390048
68;1989;1320763
68;1990;1319338
68;1991;1312283
68;1992;1303360
68;1993;1303773
68;1994;1301227
68;1995;1298622
68;1996;1288503
68;1997;1276001
68;1998;1261659
68;1999;1247855
68;2000;1231054
68;2001;1213591
68;2002;1193381
68;2003;1174233
68;2004;1161854
68;2005;1150828
68;2006;1138550
68;2007;1127014
68;2008;1116438
68;2009;1107810
68;2010;1099650
68;2011;1089700
68;2012;1082545
68;2013;1075748
68;2014;1068934
68;2015;1062421
68;2016;1050295
68;2017;1040327
68;2018;1033552
68;2019;1015966
69;1926;2667000
69;1959;1806787
69;1970;1717237
69;1979;1649022
69;1989;1670117
69;1990;1666534
69;1991;1662810
69;1992;1648880
69;1993;1639834
69;1994;1627224
69;1995;1621424
69;1996;1612273
69;1997;1599359
69;1998;1583755
69;1999;1566617
69;2000;1543796
69;2001;1519569
69;2002;1491451
69;2003;1465568
69;2004;1447825
69;2005;1432612
69;2006;1415272
69;2007;1398847
69;2008;1386952
69;2009;1375415
69;2010;1365329
69;2011;1350086
69;2012;1342200
69;2013;1334061
69;2014;1325249
69;2015;1315071
69;2016;1304744
69;2017;1296799
69;2018;1283873
69;2019;1269636
70;1926;395000
70;1959;746802
70;1970;785706
70;1979;865934
70;1989;1001613
70;1990;1075182
70;1991;1078142
70;1992;1078596
70;1993;1075425
70;1994;1067978
70;1995;1071723
70;1996;1069603
70;1997;1066057
70;1998;1064294
70;1999;1062469
70;2000;1057846
70;2001;1054272
70;2002;1049770
70;2003;1045539
70;2004;1037952
70;2005;1029944
70;2006;1024294
70;2007;1023063
70;2008;1026307
70;2009;1031522
70;2010;1040245
70;2011;1048538
70;2012;1057748
70;2013;1064245
70;2014;1070128
70;2015;1074453
70;2016;1076762
70;2017;1078891
70;2018;1078280
70;2019;1077442
71;1926;1523000
71;1959;1920308
71;1970;1952467
71;1979;1906176
71;1989;1867013
71;1990;1856206
71;1991;1849299
71;1992;1838700
71;1993;1834100
71;1994;1826600
71;1995;1819774
71;1996;1809657
71;1997;1796605
71;1998;1782063
71;1999;1765958
71;2000;1743368
71;2001;1719665
71;2002;1694008
71;2003;1669792
71;2004;1649221
71;2005;1631778
71;2006;1615194
71;2007;1600138
71;2008;1587959
71;2009;1576346
71;2010;1564654
71;2011;1550330
71;2012;1544545
71;2013;1532436
71;2014;1521497
71;2015;1513570
71;2016;1506446
71;2017;1499417
71;2018;1491855
71;2019;1478818
72;1926;885000
72;1959;905866
72;1970;1054967
72;1979;1160397
72;1989;1326018
72;1990;1394091
72;1991;1401243
72;1992;1401423
72;1993;1400387
72;1994;1393935
72;1995;1394906
72;1996;1386063
72;1997;1375612
72;1998;1371645
72;1999;1368028
72;2000;1362418
72;2001;1352532
72;2002;1336496
72;2003;1323533
72;2004;1317268
72;2005;1311562
72;2006;1308653
72;2007;1309889
72;2008;1315355
72;2009;1324409
72;2010;1333432
72;2011;1343206
72;2012;1361642
72;2013;1385008
72;2014;1409426
72;2015;1429232
72;2016;1454626
72;2017;1477903
72;2018;1498779
72;2019;1518695
73;1926;1276000
73;1959;1117359
73;1970;1224748
73;1979;1270036
73;1989;1400806
73;1990;1410878
73;1991;1421291
73;1992;1432140
73;1993;1447819
73;1994;1462824
73;1995;1472730
73;1996;1470364
73;1997;1461436
73;1998;1450080
73;1999;1439759
73;2000;1427375
73;2001;1413571
73;2002;1395882
73;2003;1378931
73;2004;1366879
73;2005;1354580
73;2006;1340335
73;2007;1325914
73;2008;1316217
73;2009;1308692
73;2010;1301689
73;2011;1290478
73;2012;1282094
73;2013;1274487
73;2014;1267561
73;2015;1262549
73;2016;1257621
73;2017;1252887
73;2018;1246618
73;2019;1238416
74;1926;1052000
74;1959;2976625
74;1970;3288801
74;1979;3438866
74;1989;3623732
74;1990;3701694
74;1991;3706378
74;1992;3703516
74;1993;3700052
74;1994;3682673
74;1995;3690940
74;1996;3679343
74;1997;3668236
74;1998;3670174
74;1999;3671985
74;2000;3660112
74;2001;3643949
74;2002;3621426
74;2003;3597659
74;2004;3569284
74;2005;3541787
74;2006;3516661
74;2007;3496983
74;2008;3489092
74;2009;3484809
74;2010;3481818
74;2011;3475634
74;2012;3480142
74;2013;3485272
74;2014;3490053
74;2015;3497274
74;2016;3500716
74;2017;3502323
74;2018;3493036
74;2019;3475753
75;1926;629000
75;1959;1036387
75;1970;1144918
75;1979;1233435
75;1989;1377975
75;1990;1320562
75;1991;1317948
75;1992;1307810
75;1993;1283764
75;1994;1269690
75;1995;1256389
75;1996;1247668
75;1997;1234397
75;1998;1219795
75;1999;1207030
75;2000;1192819
75;2001;1178824
75;2002;1165435
75;2003;1152596
75;2004;1142687
75;2005;1132780
75;2006;1123327
75;2007;1115143
75;2008;1111439
75;2009;1109196
75;2010;1108973
75;2011;1106155
75;2012;1099396
75;2013;1095169
75;2014;1090344
75;2015;1087452
75;2016;1083012
75;2017;1078983
75;2018;1072806
75;2019;1065785
76;1926;1423000
76;1959;1395627
76;1970;1400224
76;1979;1424806
76;1989;1470357
76;1990;1472126
76;1991;1473837
76;1992;1469449
76;1993;1464220
76;1994;1456922
76;1995;1452718
76;1996;1446797
76;1997;1437494
76;1998;1428690
76;1999;1419433
76;2000;1406111
76;2001;1393727
76;2002;1378417
76;2003;1364374
76;2004;1347055
76;2005;1329799
76;2006;1312813
76;2007;1299965
76;2008;1292536
76;2009;1286122
76;2010;1280088
76;2011;1271006
76;2012;1271030
76;2013;1271672
76;2014;1271766
76;2015;1271629
76;2016;1271912
76;2017;1270736
76;2018;1265684
76;2019;1259612
77;1926;2452000
77;1959;5085581
77;1970;7061008
77;1979;8010954
77;1989;8967232
77;1990;8880124
77;1991;9017415
77;1992;9067808
77;1993;9066025
77;1994;9066612
77;1995;9085457
77;1996;9246727
77;1997;9411236
77;1998;9604297
77;1999;9783242
77;2000;9932932
77;2001;10114203
77;2002;10269900
77;2003;10386903
77;2004;10535681
77;2005;10726429
77;2006;10923762
77;2007;11091428
77;2008;11186851
77;2009;11281631
77;2010;11382161
77;2011;11776764
77;2012;11856578
77;2013;11979529
77;2014;12108257
77;2015;12197596
77;2016;12330126
77;2017;12380664
77;2018;12506468
77;2019;12615279
78;1926;1746000
78;1959;3321196
78;1970;3949501
78;1979;4588183
78;1989;5023506
78;1990;5002444
78;1991;5007469
78;1992;4986405
78;1993;4942891
78;1994;4881563
78;1995;4845407
78;1996;4820213
78;1997;4806641
78;1998;4783982
78;1999;4770897
78;2000;4741923
78;2001;4714844
78;2002;4688414
78;2003;4656474
78;2004;4662038
78;2005;4686491
78;2006;4712854
78;2007;4747550
78;2008;4764864
78;2009;4798713
78;2010;4832759
78;2011;4899344
78;2012;4953219
78;2013;5028000
78;2014;5131942
78;2015;5191690
78;2016;5225690
78;2017;5281579
78;2018;5351935
78;2019;5383890
79;1926;36000
79;1959;162856
79;1970;172449
79;1979;190219
79;1989;215937
79;1990;218330
79;1991;219458
79;1992;220231
79;1993;217801
79;1994;215960
79;1995;209552
79;1996;207190
79;1997;204403
79;1998;201724
79;1999;199172
79;2000;195135
79;2001;193198
79;2002;191899
79;2003;190585
79;2004;188412
79;2005;185763
79;2006;181653
79;2007;179405
79;2008;178711
79;2009;178148
79;2010;177500
79;2011;176304
79;2012;174412
79;2013;172671
79;2014;170377
79;2015;168368
79;2016;166120
79;2017;164217
79;2018;162014
79;2019;159913
82;1926;639000
82;1959;1049395
82;1970;1558567
82;1979;1849840
82;1989;2065829
82;1990;2065829
82;2015;1895915
82;2016;1907106
82;2017;1912168
82;2018;1913731
82;2019;1911818
83;1926;14000
83;1959;36881
83;1970;39119
83;1979;47001
83;1989;54840
83;1990;51993
83;1991;51667
83;1992;50245
83;1993;48235
83;1994;46504
83;1995;44526
83;1996;43367
83;1997;42549
83;1998;41774
83;1999;41513
83;2000;41174
83;2001;40931
83;2002;40896
83;2003;41699
83;2004;41881
83;2005;41906
83;2006;41914
83;2007;41854
83;2008;41900
83;2009;41857
83;2010;42115
83;2011;42104
83;2012;42437
83;2013;42789
83;2014;43025
83;2015;43373
83;2016;43838
83;2017;43937
83;2018;43997
83;2019;43829
86;1926;39000
86;1959;123926
86;1970;271157
86;1979;569139
86;1989;1268439
86;1990;1267030
86;1991;1280139
86;1992;1271505
86;1993;1267751
86;1994;1279483
86;1995;1292985
86;1996;1303285
86;1997;1316774
86;1998;1342991
86;1999;1359069
86;2000;1359646
86;2001;1383449
86;2002;1411867
86;2003;1437729
86;2004;1453541
86;2005;1462194
86;2006;1467792
86;2007;1475188
86;2008;1491240
86;2009;1504319
86;2010;1521222
86;2011;1537134
86;2012;1561238
86;2013;1584063
86;2014;1597248
86;2015;1612076
86;2016;1626755
86;2017;1646078
86;2018;1655074
86;2019;1663795
87;1926;13000
87;1959;46689
87;1970;101184
87;1979;132859
87;1989;157528
87;1990;162135
87;1991;158056
87;1992;147930
87;1993;124351
87;1994;111422
87;1995;95769
87;1996;84451
87;1997;77917
87;1998;72245
87;1999;67010
87;2000;61613
87;2001;57534
87;2002;55309
87;2003;53137
87;2004;51933
87;2005;51815
87;2006;52391
87;2007;52913
87;2008;52825
87;2009;52138
87;2010;51179
87;2011;50346
87;2012;50988
87;2013;50780
87;2014;50555
87;2015;50540
87;2016;50157
87;2017;49822
87;2018;49348
87;2019;49663
89;1926;19000
89;1959;62334
89;1970;79977
89;1979;157616
89;1989;486164
89;1990;489161
89;1991;488577
89;1992;477111
89;1993;463790
89;1994;467467
89;1995;478033
89;1996;487050
89;1997;491900
89;1998;497900
89;1999;498996
89;2000;496292
89;2001;498271
89;2002;503121
89;2003;508600
89;2004;510846
89;2005;514581
89;2006;517385
89;2007;521621
89;2008;524012
89;2009;522966
89;2010;524141
89;2011;524925
89;2012;536558
89;2013;541612
89;2014;539671
89;2015;539985
89;2016;534104
89;2017;536049
89;2018;538547
89;2019;541479
92;1926;75000
92;1959;152122
92;1970;254935
92;1979;333087
92;1989;392826
92;1990;392826
92;2015;398973
92;2016;416263
92;2017;428753
92;2018;436670
92;2019;443212
95;1926;436000
95;1959;710424
95;1970;1064471
95;1979;1153450
95;1989;1275513
95;1990;1100334
95;1991;1171514
95;1992;1224703
95;1993;1280519
95;1994;1307071
95;1995;1227980
95;1996;1224986
95;1997;1174877
95;1998;1166896
95;1999;1159839
95;2000;1110237
95;2001;996427
95;2002;1072867
95;2003;1105378
95;2004;1116910
95;2005;1133172
95;2006;1152335
95;2007;1171975
95;2008;1196920
95;2009;1224389
95;2010;1249898
95;2011;1275113
95;2012;1302165
95;2013;1324767
95;2014;1346438
95;2015;1370268
95;2016;1394172
95;2017;1414865
95;2018;1436981
95;2019;1456951
